,cc_id,chart_id_cc,chart_id_matches_cc,title_cc,details_cc,source_raw_cc,nm_id,published_date_cc,raw_text_cc,title_ntm,references_ntm,referenced_nm_ids,details_ntm,charts_raw_ntm,chart_ids_ntm,publication_ntm,raw_text_ntm,source_pdf_ntm,Unnamed: 18,sufficient_context,Notes (from me),additional_source
91,00181-25,112,['112'],Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.,"Insert buoyage as specified at positions 1) to 4).
Insert the seasonal deployment period ""(1.3.-1.11.)"" nearby.
1) 55° 49.366'N - 010° 38.771'E, yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E, yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E, yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E, yellow spar buoy with yellow flag",NM-816-25,NM-816-25,10/2/25,"00181-25
Chart 112 2025-10-02
Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.
Details:
Insert buoyage as specified at positions 1) to 4).
Insert the seasonal deployment period ""(1.3.-1.11.)"" nearby.
1) 55° 49.366'N - 010° 38.771'E, yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E, yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E, yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E, yellow spar buoy with yellow flag
Source: NM-816-25
Published: 2025-10-02",Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.,NM-660-25 - (cancelled).,['NM-660-25'],"1) 55° 49.366'N - 010° 38.771'E yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E yellow spar buoy with yellow flag
The regatta markers will be deployed from 1 March - 1 November.","141 (INT 1370), 114 (INT 1377), 112 (INT 1380).","['141', '114', '112']",(Samsoe Sejlklub 25 September 2025. Published 25 September 2025),"NM-816-25
Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.
References
NM-660-25 - (cancelled).
Details
1) 55° 49.366'N - 010° 38.771'E yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E yellow spar buoy with yellow flag
The regatta markers will be deployed from 1 March - 1 November.
Charts
141 (INT 1370), 114 (INT 1377), 112 (INT 1380).
(Samsoe Sejlklub 25 September 2025. Published 25 September 2025)",NtM-Week-40-2025.pdf,,1,,
92,00180-25,113,['113'],Denmark. Kattegat. Horsens Lystbådehavn. Buoyage deployed.,"Insert buoyage as specified at positions 1) to 6).
1) 55° 51.550'N - 009° 52.680'E, yellow spar buoy with cross topmark
2) 55° 51.512'N - 009° 52.724'E, yellow spar buoy with cross topmark
3) 55° 51.474'N - 009° 52.721'E, yellow spar buoy with cross topmark
4) 55° 51.436'N - 009° 52.717'E, yellow spar buoy with cross topmark
5) 55° 51.398'N - 009° 52.714'E, yellow spar buoy with cross topmark
6) 55° 51.371'N - 009° 52.666'E, yellow spar buoy with cross topmark",NM-812-25,NM-812-25,10/2/25,"00180-25
Chart 113 2025-10-02
Denmark. Kattegat. Horsens Lystbådehavn. Buoyage deployed.
Details:
Insert buoyage as specified at positions 1) to 6).
1) 55° 51.550'N - 009° 52.680'E, yellow spar buoy with cross topmark
2) 55° 51.512'N - 009° 52.724'E, yellow spar buoy with cross topmark
3) 55° 51.474'N - 009° 52.721'E, yellow spar buoy with cross topmark
4) 55° 51.436'N - 009° 52.717'E, yellow spar buoy with cross topmark
5) 55° 51.398'N - 009° 52.714'E, yellow spar buoy with cross topmark
6) 55° 51.371'N - 009° 52.666'E, yellow spar buoy with cross topmark
Source: NM-812-25
Published: 2025-10-02",Denmark. Kattegat. Horsens Lystbådehavn. Buoyage deployed.,,[],"Buoyage has been established in positions 1) - 6).
1) 55° 51.550'N - 009° 52.680'E yellow spar buoy with cross topmark
2) 55° 51.512'N - 009° 52.724'E yellow spar buoy with cross topmark
3) 55° 51.474'N - 009° 52.721'E yellow spar buoy with cross topmark
4) 55° 51.436'N - 009° 52.717'E yellow spar buoy with cross topmark
5) 55° 51.398'N - 009° 52.714'E yellow spar buoy with cross topmark
6) 55° 51.371'N - 009° 52.666'E yellow spar buoy with cross topmark",128 (INT 1379).,['128'],(MT Højgaard 24 September 2025. Published 25 September 2025),"NM-812-25
Denmark. Kattegat. Horsens Lystbådehavn. Buoyage deployed.
Details
Buoyage has been established in positions 1) - 6).
1) 55° 51.550'N - 009° 52.680'E yellow spar buoy with cross topmark
2) 55° 51.512'N - 009° 52.724'E yellow spar buoy with cross topmark
3) 55° 51.474'N - 009° 52.721'E yellow spar buoy with cross topmark
4) 55° 51.436'N - 009° 52.717'E yellow spar buoy with cross topmark
5) 55° 51.398'N - 009° 52.714'E yellow spar buoy with cross topmark
6) 55° 51.371'N - 009° 52.666'E yellow spar buoy with cross topmark
Charts
128 (INT 1379).
(MT Højgaard 24 September 2025. Published 25 September 2025)",NtM-Week-40-2025.pdf,,1,,
93,00176-25,196,['196'],Denmark. The Baltic Sea. Hyllekrog Vildtreservat. Bouyage withrawn.,"Delete the buoyage as specified at position 1).
1) 54° 36.260'N - 011° 31.600'E, yellow spar buoy with cross topmark",NM-792-25,NM-792-25,9/28/25,"00176-25
Chart 196 2025-09-28
Denmark. The Baltic Sea. Hyllekrog Vildtreservat. Bouyage withrawn.
Details:
Delete the buoyage as specified at position 1).
1) 54° 36.260'N - 011° 31.600'E, yellow spar buoy with cross topmark
Source: NM-792-25
Published: 2025-09-28",Denmark. The Baltic Sea. Hyllekrog Vildtreservat. Bouyage withrawn.,,[],"Until further notice, the buoyage in the mentioned position has been withdrawn.
54° 36.260'N - 011° 31.600'E, yellow spar buoy with cross topmark.","196, 104.","['196', '104']",(The Danish Nature Agency 22 September 2025. Published 22 September 2025),"NM-792-25
Denmark. The Baltic Sea. Hyllekrog Vildtreservat. Bouyage withrawn.
Details
Until further notice, the buoyage in the mentioned position has been withdrawn.
54° 36.260'N - 011° 31.600'E, yellow spar buoy with cross topmark.
Charts
196, 104.
(The Danish Nature Agency 22 September 2025. Published 22 September 2025)",NtM-Week-39-2025.pdf,,1,,
94,00175-25,198,['198'],Denmark. The Baltic Sea. Fælleskov Rev. Wreck.,"Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E",NM-794-25,NM-794-25,9/28/25,"00175-25
Chart 198 2025-09-28
Denmark. The Baltic Sea. Fælleskov Rev. Wreck.
Details:
Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E
Source: NM-794-25
Published: 2025-09-28",Denmark. The Baltic Sea. Fælleskov Rev. Vrag.,,[],"Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.","190, 198, 104.","['190', '198', '104']",(DEMA 22 September 2025. Published 22 September 2025),"NM-794-25
Denmark. The Baltic Sea. Fælleskov Rev. Vrag.
Details
Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.
Charts
190, 198, 104.
(DEMA 22 September 2025. Published 22 September 2025)",NtM-Week-39-2025.pdf,,1,,
95,00175-25,190,['190'],Denmark. The Baltic Sea. Fælleskov Rev. Wreck.,"Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E",NM-794-25,NM-794-25,9/28/25,"00175-25
Chart 190 2025-09-28
Denmark. The Baltic Sea. Fælleskov Rev. Wreck.
Details:
Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E
Source: NM-794-25
Published: 2025-09-28",Denmark. The Baltic Sea. Fælleskov Rev. Vrag.,,[],"Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.","190, 198, 104.","['190', '198', '104']",(DEMA 22 September 2025. Published 22 September 2025),"NM-794-25
Denmark. The Baltic Sea. Fælleskov Rev. Vrag.
Details
Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.
Charts
190, 198, 104.
(DEMA 22 September 2025. Published 22 September 2025)",NtM-Week-39-2025.pdf,,1,,
96,00175-25,104,['104'],Denmark. The Baltic Sea. Fælleskov Rev. Wreck.,"Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E",NM-794-25,NM-794-25,9/28/25,"00175-25
Chart 104 2025-09-28
Denmark. The Baltic Sea. Fælleskov Rev. Wreck.
Details:
Insert wreck (INT 1 - K 24) at position 1).
1) 55° 14.085'N - 012° 21.421'E
Source: NM-794-25
Published: 2025-09-28",Denmark. The Baltic Sea. Fælleskov Rev. Vrag.,,[],"Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.","190, 198, 104.","['190', '198', '104']",(DEMA 22 September 2025. Published 22 September 2025),"NM-794-25
Denmark. The Baltic Sea. Fælleskov Rev. Vrag.
Details
Until further notice, a wreck has been observed in the mentioned position.
55° 14.085'N - 012° 21.421'E.
The wreck is visible above the surface.
The wreck is unmarked.
Charts
190, 198, 104.
(DEMA 22 September 2025. Published 22 September 2025)",NtM-Week-39-2025.pdf,,1,,
97,00174-25,134,['134'],Denmark. The Sound. København. Slotsholmskanalen. Construction works completed. Buoyed prohibited,"Insert area into which entry is prohibited (INT 1 - N 2.2) through positions 1) - 5).
Insert buoyage as specified in position 3) and 4).
1) 55° 40.563'N - 012° 35.096'E
2) 55° 40.559'N - 012° 35.142'E
3) 55° 40.554'N - 012° 35.142'E, yellow spar buoy with cross topmark
4) 55° 40.557'N - 012° 35.096'E, yellow spar buoy with cross topmark
5) 55° 40.563'N - 012° 35.096'E",NM-773-25,NM-773-25,9/22/25,"00174-25
Chart 134 2025-09-22
Denmark. The Sound. København. Slotsholmskanalen. Construction works completed. Buoyed prohibited
established.
Details:
Insert area into which entry is prohibited (INT 1 - N 2.2) through positions 1) - 5).
Insert buoyage as specified in position 3) and 4).
1) 55° 40.563'N - 012° 35.096'E
2) 55° 40.559'N - 012° 35.142'E
3) 55° 40.554'N - 012° 35.142'E, yellow spar buoy with cross topmark
4) 55° 40.557'N - 012° 35.096'E, yellow spar buoy with cross topmark
5) 55° 40.563'N - 012° 35.096'E
Source: NM-773-25
Published: 2025-09-22",Denmark. The Sound. København. Slotsholmskanalen. Construction works completed. Buoyed prohibited established.,NM-495-25 - (cancelled).,['NM-495-25'],"A scaffoldmounted site compound has been established in an area bounded by a line through positions 1) - 4).
The area is buoyed as stated.
1) 55° 40.563'N - 012° 35.096'E
2) 55° 40.559'N - 012° 35.142'E
3) 55° 40.554'N - 012° 35.142'E yellow spar buoy with cross topmark
4) 55° 40.557'N - 012° 35.096'E yellow spar buoy with cross topmark
Unauthorized navigation, diving, anchoring, fishing and working on the seabed, is prohibited in the area.
Note
The prohibited area has been established by DEMA in accordance with consolidated act no 221 of 11 February 2022 on safety at sea, section 6 (i and vii). Contraventions of the prohibition are punishable in accordance with the same act, section 28 (iii)",134 (INT 1334).,['134'],(CG Jensen and DEMA 17 September 2025. Published 17 September 2025),"NM-773-25
Denmark. The Sound. København. Slotsholmskanalen. Construction works completed. Buoyed prohibited established.
References
NM-495-25 - (cancelled).
Details
A scaffoldmounted site compound has been established in an area bounded by a line through positions 1) - 4).
The area is buoyed as stated.
1) 55° 40.563'N - 012° 35.096'E
2) 55° 40.559'N - 012° 35.142'E
3) 55° 40.554'N - 012° 35.142'E yellow spar buoy with cross topmark
4) 55° 40.557'N - 012° 35.096'E yellow spar buoy with cross topmark
Unauthorized navigation, diving, anchoring, fishing and working on the seabed, is prohibited in the area.
Note
The prohibited area has been established by DEMA in accordance with consolidated act no 221 of 11 February 2022 on safety at sea, section 6 (i and vii). Contraventions of the prohibition are punishable in accordance with the same act, section 28 (iii)
Charts
134 (INT 1334).
Publication
www.danskehavnelods.dk.
(CG Jensen and DEMA 17 September 2025. Published 17 September 2025)",NtM-Week-38-2025.pdf,,1,,www.danskehavnelods.dk.
98,00173-25,104,['104'],Denmark. The Baltic Sea. Kriegers Flak Wind Farm SW. Buoyed Marine farm discontinued.,"Delete the marine farm (INT 1 – K 48.2) at position 1).
Delete the text ""Afm/Buoyed"" nearby position 1).
1) 54° 58.722'N - 012° 47.532'E",NM-761-25,NM-761-25,9/16/25,"00173-25
Chart 104 2025-09-16
Denmark. The Baltic Sea. Kriegers Flak Wind Farm SW. Buoyed Marine farm discontinued.
Details:
Delete the marine farm (INT 1 – K 48.2) at position 1).
Delete the text ""Afm/Buoyed"" nearby position 1).
1) 54° 58.722'N - 012° 47.532'E
Source: NM-761-25
Published: 2025-09-16",Denmark. The Baltic Sea. Kriegers Flak Wind Farm SW. Buoyed Marine farm discontinued.,NM-1084-23.,['NM-1084-23'],"The marine farm in the area bounded by a line through positions 1) - 6) has been discontinued and the buoyage has been withdrawn.
1) 54° 58.895'N - 012° 47.698'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 54° 58.794'N - 012° 47.854'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 54° 58.669'N - 012° 47.610'E yellow ballon
4) 54° 58.769'N - 012° 47.454'E yellow ballon
5) 54° 58.543'N - 012° 47.366'E yellow spar buoy with cross topmark, Fl(5)Y.20s
6) 54° 58.644'N - 012° 47.210'E yellow spar buoy with cross topmark, Fl(5)Y.20s",104,['104'],(Aarhus University 8 September 2025. Published 12 September 2025),"NM-761-25
Denmark. The Baltic Sea. Kriegers Flak Wind Farm SW. Buoyed Marine farm discontinued.
References
NM-1084-23.
Details
The marine farm in the area bounded by a line through positions 1) - 6) has been discontinued and the buoyage has been withdrawn.
1) 54° 58.895'N - 012° 47.698'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 54° 58.794'N - 012° 47.854'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 54° 58.669'N - 012° 47.610'E yellow ballon
4) 54° 58.769'N - 012° 47.454'E yellow ballon
5) 54° 58.543'N - 012° 47.366'E yellow spar buoy with cross topmark, Fl(5)Y.20s
6) 54° 58.644'N - 012° 47.210'E yellow spar buoy with cross topmark, Fl(5)Y.20s
Charts
104.
(Aarhus University 8 September 2025. Published 12 September 2025)",NtM-Week-38-2025.pdf,,0,,
99,00172-25,153,['153'],Denmark. The Little Belt. Haderslev Fjord. Djævleøen S. Information about depth.,"Reference: 00030-25.
Delete depth 1,7 in position 1)
Delete PA (INT 1 - B 7) and Rep (2025) (INT 1 - I 3.2) nearby position 1).
1) 55° 15.460'N - 009° 34.976'E
Delete the following sentence in the note regarding the ""DYBDEN I DEN GRAVEDE RENDE"".
Der er observeret dybder ned til 1,7 m midt i renden ca. 280 m SW for Djævleøen.
Delete the following sentence in the note regarding the ""THE DEPTH IN THE DREDGED CHANNEL"".
Depths down to 1.7m has been observed in the middle of the channel approximately 280m SW of Djævleøen.",NM-759-25,NM-759-25,9/16/25,"00172-25
Chart 153 2025-09-16
Denmark. The Little Belt. Haderslev Fjord. Djævleøen S. Information about depth.
Details:
Reference: 00030-25.
Delete depth 1,7 in position 1)
Delete PA (INT 1 - B 7) and Rep (2025) (INT 1 - I 3.2) nearby position 1).
1) 55° 15.460'N - 009° 34.976'E
Delete the following sentence in the note regarding the ""DYBDEN I DEN GRAVEDE RENDE"".
Der er observeret dybder ned til 1,7 m midt i renden ca. 280 m SW for Djævleøen.
Delete the following sentence in the note regarding the ""THE DEPTH IN THE DREDGED CHANNEL"".
Depths down to 1.7m has been observed in the middle of the channel approximately 280m SW of Djævleøen.
Source: NM-759-25
Published: 2025-09-16",Denmark. The Little Belt. Haderslev Fjord. Djævleøen S. Information about depth.,NM-400-25 - (cancelled).,['NM-400-25'],"Depths of approx. 5m have been observed in the mentioned position.
55° 15.460'N - 009° 34.976'E","153, 151 (INT 1375), 103 (INT 1303).","['153', '151', '103']",(Haderslev Kommune 12 September 2025. Published 12 September 2025),"NM-759-25
Denmark. The Little Belt. Haderslev Fjord. Djævleøen S. Information about depth.
References
NM-400-25 - (cancelled).
Details
Depths of approx. 5m have been observed in the mentioned position.
55° 15.460'N - 009° 34.976'E
Charts
153, 151 (INT 1375), 103 (INT 1303).
Publication
www.danskehavnelods.dk.
(Haderslev Kommune 12 September 2025. Published 12 September 2025)",NtM-Week-38-2025.pdf,,0,,www.danskehavnelods.dk.
100,00159-25,114,['114'],Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.,"Insert underwater rock (INT 1 - K 14.2), dangerous to surface navigation, with depth as specified at position 1).
1) 55° 50.382'N - 010° 02.334'E, 1.0m",NM-729-25,NM-729-25,9/11/25,"00159-25
Chart 114 2025-09-11
Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.
Details:
Insert underwater rock (INT 1 - K 14.2), dangerous to surface navigation, with depth as specified at position 1).
1) 55° 50.382'N - 010° 02.334'E, 1.0m
Source: NM-729-25
Published: 2025-09-11",Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.,,[],"A rock has been observed in the mentioned position.
55° 50.382'N - 010° 02.334'E.
The depth above the rock is 1,0 meter.","113, 114 (INT 1377).","['113', '114']",(DEMA 3 September 2025. Published 3 September 2025),"NM-729-25
Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.
Details
A rock has been observed in the mentioned position.
55° 50.382'N - 010° 02.334'E.
The depth above the rock is 1,0 meter.
Charts
113, 114 (INT 1377).
(DEMA 3 September 2025. Published 3 September 2025)",NtM-Week-36-2025.pdf,,1,,
101,00159-25,113,['113'],Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.,"Insert underwater rock (INT 1 - K 14.2), dangerous to surface navigation, with depth as specified at position 1).
1) 55° 50.382'N - 010° 02.334'E, 1.0m",NM-729-25,NM-729-25,9/11/25,"00159-25
Chart 113 2025-09-11
Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.
Details:
Insert underwater rock (INT 1 - K 14.2), dangerous to surface navigation, with depth as specified at position 1).
1) 55° 50.382'N - 010° 02.334'E, 1.0m
Source: NM-729-25
Published: 2025-09-11",Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.,,[],"A rock has been observed in the mentioned position.
55° 50.382'N - 010° 02.334'E.
The depth above the rock is 1,0 meter.","113, 114 (INT 1377).","['113', '114']",(DEMA 3 September 2025. Published 3 September 2025),"NM-729-25
Denmark. Kattegat. Horsens Fjord. Egehoved S. Rock. Reduced Depth.
Details
A rock has been observed in the mentioned position.
55° 50.382'N - 010° 02.334'E.
The depth above the rock is 1,0 meter.
Charts
113, 114 (INT 1377).
(DEMA 3 September 2025. Published 3 September 2025)",NtM-Week-36-2025.pdf,,1,,
